speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,268,exactly,1,50_plus,exactly,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,269,if I wished to,4,50_plus,wished,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,270,only certain people get the chance to buy it at face value presumably,13,50_plus,certain people get chance buy face value presumably,50-plus,8
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,271,yeah well I mean you <trunc>y</trunc>,5,50_plus,yeah well mean trunc trunc,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,272,or does it go on open sale?,8,50_plus,go open sale,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,273,no there is a there's ballot,7,50_plus,ballot,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,274,uhu uhu,2,50_plus,uhu uhu,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,275,and so people put in for the ballot,8,50_plus,people put ballot,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,276,uhu,1,50_plus,uhu,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,277,but <trunc>tha</trunc>that's in the sort of November the year before,11,50_plus,trunc tha trunc sort november year,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,278,yeah,1,50_plus,yeah,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,279,that kind of thing,4,50_plus,kind thing,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,280,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,281,and then there are small <unclear>pools</unclear> like obviously honorary officials who are allowed,12,50_plus,small unclear pools unclear like obviously honorary officials allowed,50-plus,9
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,282,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,283,to buy,2,50_plus,buy,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,284,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,285,a small number of tickets,5,50_plus,small number tickets,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,286,numbers that's right yes,5,50_plus,numbers right yes,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,287,er and then there are debenture ticket holders they they can buy a ticket or so many tickets per day they hire a load to sell them for anything that they can get,33,50_plus,er debenture ticket holders buy ticket many tickets per day hire load sell anything get,50-plus,15
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,288,"no that's a bit <pause dur=""short"" /> it's a bit er",10,50_plus,bit pause dur short bit er,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,289,well it's written,4,50_plus,well written,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,291,"into the rules if so if you're got I think the last debenture call was you know you had to have something like sixty thousand pounds <pause dur=""short"" /> but <trunc>i</trunc>if you",30,50_plus,rules got think last debenture call know something like sixty thousand pounds pause dur short trunc trunc,50-plus,17
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,292,sixty thousand,2,50_plus,sixty thousand,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,293,if you were a twenty-year-old and you had sixty thousand or your parents did it's worth buying because,19,50_plus,twenty year old sixty thousand parents worth buying,50-plus,8
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,294,because you could make that back,6,50_plus,could make back,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,295,you would you would make money on it,8,50_plus,would would make money,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,296,yes that's right,4,50_plus,yes right,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,297,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,298,in the long term that's true,7,50_plus,long term true,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,299,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,300,I mean it just seems very unfair that you should be able to sell them on for profit,18,50_plus,mean seems unfair able sell profit,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,301,well,1,50_plus,well,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,302,given that you're <trunc>y</trunc> well,5,50_plus,given trunc trunc well,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,303,well because to do so in any other class of ticket is illegal,13,50_plus,well class ticket illegal,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,304,well that makes it doubly so doesn't it?,10,50_plus,well makes doubly,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,305,I think it,3,50_plus,think,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,306,it makes it,3,50_plus,makes,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,307,I think it I think it's written on the tickets that I get from Wimbledon you cannot,19,50_plus,think think written tickets get wimbledon cannot,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,308,not for exchange,3,50_plus,exchange,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,309,no not for resale,4,50_plus,resale,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,310,that's right that's right,6,50_plus,right right,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,311,or something like that you know,6,50_plus,something like know,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,312,it's very hard to know how you could ever police such a system,14,50_plus,hard know could ever police system,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,313,well I'd say it I mean unless it's going to come to the the to the <trunc>t</trunc> I mean I think some rock concerts have done this unless you have to turn up with a ticket and your passport,40,50_plus,well say mean unless going come trunc trunc mean think rock concerts done unless turn ticket passport,50-plus,17
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,314,well,1,50_plus,well,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,315,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,316,in countries er we've had this discussion before like Italy and Spain where,14,50_plus,countries er discussion like italy spain,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,317,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,318,"you must carry your DNI all the time your <pause dur=""short"" /> you know identity card",13,50_plus,must carry dni time pause dur short know identity card,50-plus,10
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,319,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,320,then it's plausible it's it's a feasible security system,12,50_plus,plausible feasible security system,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,321,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,322,to require people to bring their,6,50_plus,require people bring,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,323,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,324,identity <trunc>car</trunc> well cos they have to have it anyway,9,50_plus,identity trunc car trunc well cos anyway,50-plus,7
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,325,and <trunc>m</trunc> for all I know that may happen in er,10,50_plus,trunc trunc know may happen er,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,326,well but not in Britain because you're not,9,50_plus,well britain,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,328,<trunc>y</trunc>you not everybody's got a passport for a start,10,50_plus,trunc trunc everybody got passport start,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,330,and the last thing you wanna do is take it to a rock concert for god's sake,19,50_plus,last thing wanna take rock concert god sake,50-plus,8
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,331,well exactly,2,50_plus,well exactly,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,332,it's a ridiculous thing to do,7,50_plus,ridiculous thing,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,333,"and <pause dur=""short"" /> er and in any event there are there are so many ways around it because <trunc>y</trunc>you hear I don't know I I happened to read a review of Paul McCartney recently",33,50_plus,pause dur short er event many ways around trunc trunc hear know happened read review paul mccartney recently,50-plus,18
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,334,mm,1,50_plus,mm,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,335,and and they were saying he's still doing it at the age of,14,50_plus,saying still age,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,336,yeah,1,50_plus,yeah,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,337,seventy something,2,50_plus,seventy something,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,338,yeah,1,50_plus,yeah,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,339,but I know for a fact as soon as that came online people would have snapped up the tickets,19,50_plus,know fact soon came online people would snapped tickets,50-plus,9
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,340,yes,1,50_plus,yes,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,341,and then the following day when you thought all the tickets were gone there's a ticket agency that's suddenly selling them,23,50_plus,following day thought tickets gone ticket agency suddenly selling,50-plus,9
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,342,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,343,but not at a hundred pounds a shot,8,50_plus,hundred pounds shot,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,344,no no okay,3,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,345,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,346,right yeah,2,50_plus,right yeah,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,347,so you know that that might have been legitimate,9,50_plus,know might legitimate,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,348,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,349,but tickets are being sold above their,7,50_plus,tickets sold,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,350,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,351,face value,2,50_plus,face value,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,352,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,353,and some people say oh well that's just the market that's supply and demand get used to it,20,50_plus,people say oh well market supply demand get used,50-plus,9
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,354,well,1,50_plus,well,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,355,and others say and including some <trunc>o</trunc>one or two actually <trunc>st</trunc>,10,50_plus,others say including trunc trunc one two actually trunc st trunc,50-plus,11
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,356,mm,1,50_plus,mm,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,357,rock stars saying,3,50_plus,rock stars saying,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,358,yes,1,50_plus,yes,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,360,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,361,want them sold to fans at this price I don't want them,13,50_plus,want sold fans price want,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,362,okay,1,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,363,going anywhere else,3,50_plus,going anywhere else,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,364,sure if they can get that,6,50_plus,sure get,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,365,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,366,"er you know agreed er by the <pause dur=""short"" /> by the er administrators that's fair enough but the kind of thing the the agency had a mind there is is legit because it's I think it's called ticket stop or something like that",44,50_plus,er know agreed er pause dur short er administrators fair enough kind thing agency mind legit think called ticket stop something like,50-plus,22
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,367,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,368,and I got into Arsenal that way because what they do is somebody sells back their <trunc>ti</trunc>,16,50_plus,got arsenal way somebody sells back trunc ti trunc,50-plus,9
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,369,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,370,er it actually it was Spurs sells back their ticket to,11,50_plus,er actually spurs sells back ticket,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,371,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,372,the agency at a price where they get three quarters of their money back,14,50_plus,agency price get three quarters money back,50-plus,7
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,373,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,374,and the agency sells it at either face value or face value plus five percent,15,50_plus,agency sells either face value face value plus five percent,50-plus,10
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,375,mm,1,50_plus,mm,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,376,"so you get the chance to get a ticket <pause dur=""short"" /> nobody loses too much who's bought",16,50_plus,get chance get ticket pause dur short nobody loses much bought,50-plus,11
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,377,yeah I understand,3,50_plus,yeah understand,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,378,whatever and they get a bit of an administration fee and so on,13,50_plus,whatever get bit administration fee,50-plus,5
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,379,I <trunc>th</trunc> I think that may be an exception well well <trunc>m</trunc>maybe it is an exception to the rule but,19,50_plus,trunc th trunc think may exception well well trunc trunc maybe exception rule,50-plus,13
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,380,they do it for all kinds of things <unclear>though</unclear>,8,50_plus,kinds things unclear though unclear,50-plus,5
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,381,what I was thinking of was slightly murkier,8,50_plus,thinking slightly murkier,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,382,yes it is murkier,4,50_plus,yes murkier,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,383,in the sense,3,50_plus,sense,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,384,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,385,that they were getting hold of so many tickets,9,50_plus,getting hold many tickets,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,386,okay no that's,4,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,387,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,388,a different kettle of fish okay right,7,50_plus,different kettle fish okay right,50-plus,5
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,389,"that you wonder how it how it's being done you know and and the other big bone of contention of course is that er even even when things are legitimately being <trunc>s</trunc>sold through Ticketmaster <pause dur=""short"" /> you have to pay a booking fee",42,50_plus,wonder done know big bone contention course er even even things legitimately trunc trunc sold ticketmaster pause dur short pay booking fee,50-plus,22
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,390,yes sure,2,50_plus,yes sure,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,391,and then you have to pay a percentage because you haven't got the right card,16,50_plus,pay percentage got right card,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,392,right right,2,50_plus,right right,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,393,and then there's postage,5,50_plus,postage,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,394,okay,1,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,395,on top of it,4,50_plus,top,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,396,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,397,and it's it's a rip off,8,50_plus,rip,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,398,sure,1,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,399,and I know that various <trunc>Of</trunc> this and com that and all the rest of it were looking at,18,50_plus,know various trunc trunc com rest looking,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,400,true,1,50_plus,true,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,401,various charges they they really should start looking at at that,11,50_plus,various charges really start looking,50-plus,5
