speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,384,thank you,2,50_plus,thank,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,385,thank you,2,50_plus,thank,50-plus,1
UNKFEMALE,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,386,bye,1,50_plus,bye,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,387,do you think?,4,50_plus,think,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,388,oh yes,2,50_plus,oh yes,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,389,whose bench is this? can we sit here do you think? can we sit here for a minute? is that alright?,25,50_plus,whose bench sit think sit minute alright,50-plus,7
UNKFEMALE,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,390,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,391,thank you mm,3,50_plus,thank mm,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,392,that's good,3,50_plus,good,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,393,looks as if it belongs to the next door neighbours doesn't it?,14,50_plus,looks belongs next door neighbours,50-plus,5
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,394,"it <trunc>d</trunc>does a bit but never mind perhaps perhaps <anon nameType=""f"" type=""name"" /> is the next door neighbour",15,50_plus,trunc trunc bit never mind perhaps perhaps anon nametype f type name next door neighbour,50-plus,15
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,395,yes,1,50_plus,yes,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,396,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,397,"so oops <pause dur=""short"" /> so anyway",4,50_plus,oops pause dur short anyway,50-plus,5
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,398,"yeah so mother had <pause dur=""short"" /> so I I my my guess is that father acquiesced in this",16,50_plus,yeah mother pause dur short guess father acquiesced,50-plus,8
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,399,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,400,"erm <pause dur=""short"" /> gosh acquiesced <pause dur=""short"" /> agreed to this",6,50_plus,erm pause dur short gosh acquiesced pause dur short agreed,50-plus,10
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,401,yeah,1,50_plus,yeah,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,402,is acquiesce terribly pompous? erm,6,50_plus,acquiesce terribly pompous erm,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,403,no it has a specific meaning,6,50_plus,specific meaning,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,404,"yes you <trunc>acqu</trunc>you acquiesce <pause dur=""short"" /> under a bitter duress don't you?",12,50_plus,yes trunc acqu trunc acquiesce pause dur short bitter duress,50-plus,10
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,405,yes you sort of give in to pressure,8,50_plus,yes sort give pressure,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,406,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,407,if you agree er we er we agree to go on holiday together to Ibiza but erm if you acquiesce to go to Ibiza it suggests that actually you would've wanted to go somewhere else,36,50_plus,agree er er agree go holiday together ibiza erm acquiesce go ibiza suggests actually would wanted go somewhere else,50-plus,19
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,408,yeah yeah okay acquiesce,4,50_plus,yeah yeah okay acquiesce,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,409,"and you're going to Ibiza to <pause dur=""short"" /> to stay er to stay in with your other half",17,50_plus,going ibiza pause dur short stay er stay half,50-plus,9
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,410,"yes right okay er no that's that's what I think but I keep on <pause dur=""short"" /> getting worried in case I'm getting pompous in my er <trunc>o</trunc>old age but actually I think yeah",34,50_plus,yes right okay er think keep pause dur short getting worried case getting pompous er trunc trunc old age actually think yeah,50-plus,22
UNKMULTI,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,411,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,412,you're sitting there saying yes but er,8,50_plus,sitting saying yes er,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,413,"well <vocal desc=""misc"" />",1,50_plus,well vocal desc misc,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,414,"<vocal desc=""misc"" />",0,50_plus,vocal desc misc,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,415,there are words for things and the English language is a fantastically rich language so you know and it does have more it has more words than French by a long way and so it has got nuances in words,40,50_plus,words things english language fantastically rich language know words french long way got nuances words,50-plus,15
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,416,"well it it it does but <trunc>th</trunc> <pause dur=""short"" /> er yeah but but <pause dur=""short"" /> er <trunc>l</trunc>listening to <pause dur=""short"" /> younger people sometimes I wonder <pause dur=""short"" /> whether <trunc>th</trunc>whether they do use language with nuances <pause dur=""short"" /> like they like they used to",32,50_plus,well trunc th trunc pause dur short er yeah pause dur short er trunc l trunc listening pause dur short younger people sometimes wonder pause dur short whether trunc th trunc whether use language nuances pause dur short like like used,50-plus,41
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,417,ah well this is one of the aims of this project is to work out the differences between how young people speak and how older <trunc>s</trunc> people speak,27,50_plus,ah well one aims project work differences young people speak older trunc trunc people speak,50-plus,15
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,418,oh is it?,4,50_plus,oh,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,419,so one of the sort of things that they said to me in an e-mail was you know we're particularly interested if you can get young people to do recordings,31,50_plus,one sort things said e mail know particularly interested get young people recordings,50-plus,13
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,420,right,1,50_plus,right,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,421,so I'm gonna go off and talk to my nephews,12,50_plus,gonna go talk nephews,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,422,yeah no that's interesting,5,50_plus,yeah interesting,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,423,at the weekend,3,50_plus,weekend,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,424,that that that really is interesting cos er,8,50_plus,really interesting cos er,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,425,if I can get them to sit still for an hour that'd be a miracle cos they don't do anything for an hour,25,50_plus,get sit still hour miracle cos anything hour,50-plus,8
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,426,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,427,they're just they <trunc>l</trunc>,4,50_plus,trunc l trunc,50-plus,3
UNKMULTI,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,428,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,429,everything is on the double really with them they can't listen to a whole piece of music,18,50_plus,everything double really listen whole piece music,50-plus,7
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,430,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,431,"erm they've got to fast forward it <pause dur=""short"" /> erm I'm afraid they're not very academic so they've just come back with some very very poor with some poor erm results from their exams but never mind",39,50_plus,erm got fast forward pause dur short erm afraid academic come back poor poor erm results exams never mind,50-plus,19
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,432,"oh <pause dur=""short"" /> oh",2,50_plus,oh pause dur short oh,50-plus,5
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,434,yeah and how did you get involved in this project?,11,50_plus,yeah get involved project,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,435,"because a friend of mine <pause dur=""short"" /> erm is a PR agent and he has been erm <pause dur=""short"" /> and he got sent an e-mail and he obviously sent it to everybody in his inbox <pause dur=""short"" /> and said erm who <trunc>w</trunc> is anybody interested? and I thought oh that's really really interesting I mean there was I was going to do erm some oral history with erm <pause dur=""short"" /> there was a <trunc>p</trunc> there was a job I was going to apply for <pause dur=""short"" /> and I didn't apply for it in the end erm but <trunc>th</trunc> erm somebody had given a Heritage Lottery grant to erm the Guild of Quilters",102,50_plus,friend mine pause dur short erm pr agent erm pause dur short got sent e mail obviously sent everybody inbox pause dur short said erm trunc w trunc anybody interested thought oh really really interesting mean going erm oral history erm pause dur short trunc p trunc job going apply pause dur short apply end erm trunc th trunc erm somebody given heritage lottery grant erm guild quilters,50-plus,68
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,436,oh yeah?,3,50_plus,oh yeah,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,437,to do an <trunc>ora</trunc>to do an oral history of quilters and quilting,12,50_plus,trunc ora trunc oral history quilters quilting,50-plus,7
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,438,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,439,"so I erm so I thought oh this is really interesting and I was er just about to apply for the job when I saw that there was an exhibition in <anon type=""place"" /> <pause dur=""short"" /> at the <anon type=""place"" /> and I thought well",39,50_plus,erm thought oh really interesting er apply job saw exhibition anon type place pause dur short anon type place thought well,50-plus,21
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,440,yes,1,50_plus,yes,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,441,"I must go to this exhibition and erm there was a sale there as well erm so erm we <anon nameType=""m"" type=""name"" /> and I went and there was this crush of women of a certain age",34,50_plus,must go exhibition erm sale well erm erm anon nametype type name went crush women certain age,50-plus,17
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,442,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,443,all in candy coloured rainwear,5,50_plus,candy coloured rainwear,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,444,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,445,and with very sensible shoes and very sensible hair,9,50_plus,sensible shoes sensible hair,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,446,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,447,"who were behaving like a giant flock of starlings they were just landing on everything squabbling elbowing er <trunc>th</trunc> just behaving in a really unseemly manner and erm just sort of clawing at each other and clawing at things to make sure that they <trunc>g</trunc>they got things before other people got things <pause dur=""short"" /> and I just thought I cannot spend three years of my life with these people",67,50_plus,behaving like giant flock starlings landing everything squabbling elbowing er trunc th trunc behaving really unseemly manner erm sort clawing clawing things make sure trunc g trunc got things people got things pause dur short thought cannot spend three years life people,50-plus,42
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,448,yeah?,2,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,449,I am quite interested in quilting but there is no way that I am going to associate,17,50_plus,quite interested quilting way going associate,50-plus,6
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,450,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,451,with erm these people for the next three years because er I mean,13,50_plus,erm people next three years er mean,50-plus,7
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,452,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,453,I presume that these are the people that one will then be sent to interview,15,50_plus,presume people one sent interview,50-plus,5
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,454,yes,1,50_plus,yes,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,455,so that's erm,4,50_plus,erm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,456,yes,1,50_plus,yes,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,457,"that was all a bit of a disappointment really <pause dur=""short"" /> but erm",11,50_plus,bit disappointment really pause dur short erm,50-plus,7
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,458,wow,1,50_plus,wow,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,459,"but I'm very much into oral history anyway cos erm one of the things one of the historians that I very much <pause dur=""short"" /> er liked at university and since is Studs Terkel <pause dur=""short"" /> do you know Studs Terkel?",38,50_plus,much oral history anyway cos erm one things one historians much pause dur short er liked university since studs terkel pause dur short know studs terkel,50-plus,26
UNKMULTI,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,460,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,461,"oh <trunc>g</trunc> <vocal desc=""laugh"" /> stop <pause dur=""short"" /> stop drinking",4,50_plus,oh trunc g trunc vocal desc laugh stop pause dur short stop drinking,50-plus,13
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,462,"<vocal desc=""laugh"" /> so what are they what are they gonna produce next?",12,50_plus,vocal desc laugh gonna produce next,50-plus,6
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,463,I don't know erm,5,50_plus,know erm,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,464,"Studs Terkel why have I heard of <pause dur=""short"" /> studs Terkel? he sounds like a porn star really",17,50_plus,studs terkel heard pause dur short studs terkel sounds like porn star really,50-plus,13
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,465,"he <pause dur=""short"" /> no he was he was on a Canadian erm radio presenter but he did oral the history so he did an oral history he did he's done the Great Depression he's done the Second World War he's done books about death he's done <trunc>th</trunc> books about poverty all oral history so he sat down and he recorded people talking and then the books are just absolutely unexpurgated and unadorned accounts",74,50_plus,pause dur short canadian erm radio presenter oral history oral history done great depression done second world war done books death done trunc th trunc books poverty oral history sat recorded people talking books absolutely unexpurgated unadorned accounts,50-plus,38
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,466,aha,1,50_plus,aha,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,467,"so erm so one of erm when I was I think <trunc>th</trunc> was I studying the <trunc>G</trunc> I can't remember if I was studying the Great Depression but erm <pause dur=""short"" /> I was I was able to impress my university tutors by being able to give first-hand accounts of the of the erm <pause dur=""short"" /> of the Great Depression nineteen thirties in America from you know some people who actually witnessed it",67,50_plus,erm one erm think trunc th trunc studying trunc g trunc remember studying great depression erm pause dur short able impress university tutors able give first hand accounts erm pause dur short great depression nineteen thirties america know people actually witnessed,50-plus,41
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,468,oh yes,2,50_plus,oh yes,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,469,and as I told you earlier my university lecturers were all ex Oxford and Cambridge and they were all looking at how you learned and taught history in a different way,31,50_plus,told earlier university lecturers ex oxford cambridge looking learned taught history different way,50-plus,13
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,470,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,471,and therefore erm you know that that was a kind of approach that would impress them history from time resources,20,50_plus,therefore erm know kind approach would impress history time resources,50-plus,10
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,472,"yes yes yes I see <pause dur=""short"" /> I see gosh yeah well <pause dur=""short"" /> and so where were we? yes yes I was in erm",22,50_plus,yes yes yes see pause dur short see gosh yeah well pause dur short yes yes erm,50-plus,17
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,473,completely lost my train now,5,50_plus,completely lost train,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,474,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,475,oh yes we were talking about quilting and we were talking about oral history and how I got involved in this project that's how we got to here,29,50_plus,oh yes talking quilting talking oral history got involved project got,50-plus,11
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,476,yeah yeah yes yes yes through through through a friend,10,50_plus,yeah yeah yes yes yes friend,50-plus,6
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,477,yes,1,50_plus,yes,50-plus,1
